DL,1100,0,70,0.12,0.04,0.03,直線
DL,410,0,45,0.50,0.20,0.06,カーブ
DL,300,0,70,0.15,0.12,0.12,直線
DL,1030,0,80,0.14,0.04,0.03,直線
DL,300,0,70,0.15,0.12,0.12,直線
DL,390,0,45,0.52,0.20,0.06,カーブ
DL,650,0,70,0.15,0.12,0.12,直線
