1100,65,0.18,0.04,0.03,直進
410,45,0.47,0.22,0.06,カーブ
300,65,0.15,0.12,0.12,直進
1040,75,0.14,0.04,0.03,直進
300,65,0.15,0.12,0.12,直進
410,45,0.52,0.2,0.06,カーブ
795,65,0.15,0.12,0.12,直進
