DL,1100,0,70,0.18,0.04,0.03,直線
DL,410,0,40,0.6,0.25,0.06,カーブ
DL,300,0,70,0.15,0.12,0.12,直線
DL,1040,0,80,0.14,0.04,0.03,直線
DL,300,0,70,0.15,0.12,0.12,直線
DL,410,0,40,0.6,0.25,0.06,カーブ
DL,630,0,70,0.15,0.12,0.12,直線
CL,BLUE,0,70,0.15,0.12,0.12,青までライントレース
DL,130,4,80,0.15,0.12,0.12,青ライン上をライントレース
