1100,75,0.18,0.04,0.03,直進
410,60,0.52,0.24,0.06,カーブ
300,70,0.15,0.12,0.12,直進
1040,100,0.18,0.06,0.05,直進
280,75,0.15,0.12,0.12,直進
410,60,0.52,0.2,0.06,カーブ
795,70,0.15,0.12,0.12,直進
