直進,1100,50,0.2,0.8,0.1
カーブ,312,30,1.0,0.7,0.2
直進,1730,50,0.3,0.8,0.08
カーブ,350,30,1.0,0.9,1.0
直進,790,50,0.3,0.7,0.08
